#group,false,false,true,true,false,false,true,true,true,true
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:53:47Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:53:48Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:53:49Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:53:50Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:53:51Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:53:52Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:53:53Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:53:54Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:53:55Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:53:56Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:53:57Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:53:58Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:53:59Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:00Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:01Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:02Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:03Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:04Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:05Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:06Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:07Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:08Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:09Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:10Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:11Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:12Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:13Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:14Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:15Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:16Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:17Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:18Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:19Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:20Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:21Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:22Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:23Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:24Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:25Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:26Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:27Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:28Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:29Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:30Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:31Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:32Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:33Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:34Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:35Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:36Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:37Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:38Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:39Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:40Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:41Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:42Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:43Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:44Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:45Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:46Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:47Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:48Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:49Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:50Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:51Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:52Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:53Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:54Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:55Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:56Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:57Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:58Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:59Z,100,BOC01T001,Analog,Quality,Tags
,,0,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,100,BOC01T001,Analog,Quality,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:50:47Z,1.25,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:50:48Z,60.625,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:50:49Z,179.375,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:50:50Z,300,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:50:51Z,421.875,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:50:52Z,546.25,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:50:53Z,671.25,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:50:54Z,775,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:50:55Z,853.75,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:50:56Z,938.125,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:50:57Z,1035,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:50:58Z,1143.75,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:50:59Z,1262.5,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:00Z,1383.75,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:01Z,1495.625,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:02Z,1595,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:03Z,1699.375,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:04Z,1805.625,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:05Z,1915.625,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:06Z,2027.5,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:07Z,2131.25,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:08Z,2243.125,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:09Z,2356.25,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:10Z,2468.75,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:11Z,2575.625,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:12Z,2681.875,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:13Z,2800.625,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:14Z,2909.375,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:15Z,3007.5,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:16Z,3104.375,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:17Z,3203.125,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:18Z,3313.125,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:19Z,3430,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:20Z,3545.625,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:21Z,3665.625,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:22Z,3787.5,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:23Z,3908.125,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:24Z,4019.375,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:25Z,4124.375,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:26Z,4219.375,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:27Z,4296.25,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:28Z,4386.875,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:29Z,4501.875,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:30Z,4620.625,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:31Z,4738.125,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:32Z,4860,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:33Z,4985.625,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:34Z,5100.625,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:35Z,5198.75,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:36Z,5301.25,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:37Z,5418.75,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:38Z,5536.25,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:39Z,5651.875,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:40Z,5769.375,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:41Z,5868.125,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:42Z,5940,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:43Z,6018.75,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:44Z,6128.125,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:45Z,6236.875,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:46Z,6343.75,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:47Z,6468.125,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:48Z,6587.5,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:49Z,6700.625,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:50Z,6818.125,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:51Z,6928.75,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:52Z,7037.5,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:53Z,7151.875,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:54Z,7254.375,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:55Z,7364.375,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:56Z,7483.125,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:57Z,7591.875,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:58Z,7684.375,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:51:59Z,7758.75,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:52:00Z,7853.125,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:52:01Z,7971.875,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:52:02Z,8075,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:52:03Z,8158.75,BOC01T001,Analog,Value,Tags
,,1,2021-06-15T07:54:59.72430386Z,2021-06-15T08:54:59.72430386Z,2021-06-15T08:52:04Z,8235.625,BOC01T001,Analog,Value,Tags
